"name","title","params_text"
Sales Management,RMA Type,""
Sales Management,Sales Release,<p>Sales Release&nbsp;<\/p>
Sales Management,SDL,""
Sales Management,SDS,""
Sales Management,Ship Date,""
Sales Management,Ship To Address,""
Sales Management,Supplier,""
Sales Management,TD SYNNEX Complete,""
Sales Management,WC,""
Sales Management,Sales Order (SO),<p>Sales order<\/p>
Sales Management,Territory,""
Sales Management,BO,<p>Back Order&nbsp;<\/p>
Sales Management,COD,""
Sales Management,PA,""
Sales Management,PDT,""
Sales Management,Quality Assurance,""
Sales Management,Ship Method ,""
Sales Management,Vendor Return,""
Sales Management,Customer Pickup,<p class=\
Sales Management,Customer Pickup,""
PM Management,Activation  Code,<p>Activation Code<\/p>
PM Management,Available Budget,Available budget shows how much money available in an SCM for sales to use.
PM Management,Bid Calculation,Bid Calculation
PM Management,Box Condition,Box Condition
PM Management,CAR,CAR
PM Management,Claimable Rebate Factor,Claimable Rebate Factor
PM Management,Close Date,Close date shows when the SCM was closed
PM Management,Combine Type,Combine Type will determine if the SCM can be combined with other SCMs for the same order that will b
PM Management,Concealed Damage,Concealed damage
PM Management,Consignment Material Transfer,Consignment Material Transfer
PM Management,Contact,Contact
PM Management,CSIF,Customer Support Information Form
PM Management,CSN,CSN
PM Management,D1 Contract,D1 Contract
PM Management,Damage,Damage
PM Management,Denial Of Signature,Denial of signature
PM Management,Display Only ,<p>Display Only<\/p>
PM Management,EPP,<p>Employee Purchases<\/p>
PM Management,ERMA,ERMA
PM Management,ERT,ERT
PM Management,External Comment,test
PM Management,FED,FED
PM Management,Flexible Carepack,Flexible Carepack
PM Management,AMP ID,<p>AMP&nbsp;ID<\/p>
PM Management,Internal Comment,Internal Comment
PM Management,LOD,letter\/certificate of destruction
PM Management,Lost Shipment,Lost Shipment
PM Management,Manually MT Receiving,Manually Material Transfer Receiving
PM Management,MAP,MAP
PM Management,Max Cust Total Qty,"<p>If the&nbsp;bid has a limit of quantity allowed per customer for this line item, Max Cust Quantity should be added.<\/p>"
PM Management,Max Total Qty,The estimated max number of units that are eligible for the rebate. If a max customer quantity is ent
PM Management,MDF,Market development funds
PM Management,Min Cust Total Qty,This is for the rebate has a minimum that must be purchased by the customer on one order.
PM Management,Multi SKU Refresh,"Multi SKU Refresh will update the SKU list based on VPC. If new parts are added to a VPC, a refresh w"
PM Management,MYD,MYD
PM Management,NBD,NBD
PM Management,Over Shipment,Over Shipment
PM Management,Partner Delivered,Partner Delivered
PM Management,PM Code,Every PM has a code in system
PM Management,POP,<p>POP<\/p>
PM Management,Prod Type ,Product Type = PM code
PM Management,PSP ID,PSP ID
PM Management,Quotation,Sales Quotation
PM Management,RAM,Random-access memory
PM Management,Real Deal Adminstrator,This is a tool used by the PM to post items to the Sales Real Deal Shortstop site;
PM Management,Rebate,<p>1.A deduction from an amount to be paid; an abatement. 2.The return of part of an amount already paid.<\/p>
PM Management,Reference Number,Reference Number is a code that we usually use to distinguished and representative SPA &amp; SCM and the
PM Management,Registration Certification,<p>Registration Certification<\/p>
PM Management,Replacement Order,Replacement order
PM Management,Restocking Fee,Restocking Fee
PM Management,Rev Scan,Rev Scan
PM Management,RFP,<p>RFP<\/p>
PM Management,RIO,PMs (Product Manager) can control inventory which allows them to determine what customers get product
PM Management,RMA Discrepancy,RMA Discrepancy
PM Management,RMA Review Queue,Return Merchandise Authority Review Queue\r\nRMA Review Queue
PM Management,RTC,RTC
PM Management,SAID,SAID
PM Management,SAR,SAR
PM Management,SCA,SCA
PM Management,Ship Qty,The quantity of your order which has successfully shipped from our warehouse(s)
PM Management,Short Shipment,Short Shipment
PM Management,SND,SND
PM Management,SPA Description,Provide a description of the SPAs purpose.
PM Management,SPA Keep ,To allow customers the rebate
PM Management,SPA Type,Spa type is a tool to control different rebate according different Status.
PM Management,VAR,VAR
PM Management,Var Code,Var Code
PM Management,Vendor Approval,Vendor Approval
PM Management,Virtual RMA,Virtual RMA
PM Management,VPL,.
PM Management,VRMA,<p>VRMA<\/p>
PM Management,Work Order,"it  is an order received by an organization from a customer or client, or an order created internally"
PM Management,DIF,DIF;Destroy In Field
PM Management,DOA,DOA; Defective
PM Management,Dynamic Budget,"No fixed budget. If an Avail Budget is not calculated, i.e. a budget or max quantity has not been set"
PM Management,Mis-shipment,Mis-shipment
PM Management,VPC,VPC code is a code that we use to categorize product.
PM Management,BOL,BOL
PM Management,Fixed Carepack,RENEWSolv document type - HP Fixed Care Pack introduce.
PM Management,Incident,Incident
PM Management,POS,POS
PM Management,RMA,RMA
PM Management,RTS,RTS
PM Management,RTV,RTV
PM Management,Freight Pay Type C and P,<p class=\
PM Management,Freight Pay Type C and P,""
PM Management,Bulk Registration,<p>&nbsp;<\/p>\n<p style=\
PM Management,Bulk Registration,Bulk Registration
PM Management,Flexible Carepack_copy,<p>&nbsp;<\/p>\n<p style=\
PM Management,Flexible Carepack_copy,Flexible Carepack
PM Management,MYD_copy,MYD
PM Management,MYD_copy,<p>&nbsp;<\/p>\n<p style=\
S-WIKI,HC_SALES,"Sales headcount expense including commission, salary, and office supplies; applied by Cust Type and a"
S-WIKI,MARGIN_SHARE,The profit from Iron Bow company
S-WIKI,HBTL,"It is a special case of 1 time BTL, it is submitted by VCM when a SCM is closed;It is auto calculated"
S-WIKI,SCM_PROFIT_ADJ,"A special HBTL that PM can\u2019t control,Profit of Operation related SCM which is closed 30days before"
S-WIKI,TGM,"<p>A group of P&amp;L items to evaluate SYNNEX profit , a subset of NGM<\/p>"
S-WIKI,Gross sales,"Gross Sales=isnull(u_price,0)*isnull(ship_qty,0)"
S-WIKI,run rate sales,run rate sales=sales(MTD)* sales days of month\/sales days of MTD
S-WIKI,goal achieve,goal achieve=rr_sales*100\/sales_goal
S-WIKI,bo aging,"In B30 Report, we analysis the back order by aging (four date range), and the back order information"
S-WIKI,DOS,DOS=oh_cost\/rr_sales
S-WIKI,TAM,target marketing share
S-WIKI,TC,<p>Technote<\/p>
S-WIKI,Toner Level,Toner Level
S-WIKI,Page count,Page count
S-WIKI,Service Level,PrintSolv service level
S-WIKI,Toner Rep,Toner Rep
S-WIKI,Supply type,PrintSolv Supply type
S-WIKI,Auto toner fulfillment,PrintSolv Auto toner fulfillment
S-WIKI,Hybrid printer,A printer having two or more printing mechanisms mounted therein
S-WIKI,Toner swap,Detect toner swap event and check if the swap should happen
S-WIKI,PRC document printing,"biz concept ,tech requirement\/solution define"
S-WIKI,PRC journal printing,biz concept\/description to attached documents.
S-WIKI,PRC document# assign,"biz concept ,tech solution description"
S-WIKI,chart of account hierarchy,biz concept\/CIS solution.
S-WIKI,US HQ GL Consolidation,biz flow introduction;application program flow brief description
S-WIKI,GL Reversal flow (MJE vs. AP subledger),biz concept\/flow ;IT solution description
S-WIKI,PRC P&L gl's month-end auto transfer,"biz concept ,program parm configuration"
S-WIKI,GAAP,biz concept of GAAP.how it is used in CIS
S-WIKI,Subledger,"biz concept ,CIS dataflow"
S-WIKI,Trial Balance Sheet,"biz concept ,dataflow description"
S-WIKI,BS,"definition for BS ,and its content\/formula ,biz purpose."
S-WIKI,P&L (IS),"biz concept definition ,basic formula\/content description"
S-WIKI,PRC-sense DR/CR rule in CIS,biz concept\/project introduction
S-WIKI,financial calendar,biz concept introduction\/usage\/control flow
S-WIKI,BS Monthly report,biz usage\/purpose.
S-WIKI,IS Monthly report,"report biz purpose ,model configuration."
S-WIKI,CIS' financial dataflow,brief description to CIS flow related with accounting book
S-WIKI,GL Posting,concept definition\/major code
S-WIKI,USGAAP dataflow(data model - JE/TB),tech solution
S-WIKI,MJE Upload,tech flow description;biz definition
S-WIKI,KPM,Key Process Monitoring
S-WIKI,Resource Plan,"<p>The TRDC (IT) Resource Plan is coordinated by the China Service Desk prior to each public holiday. To ensure the stability of the ERP system during holiday periods, we require each department to submit their resource plan in advance.<\/p>\n<p>Key requirements include:<\/p>\n<ul>\n<li><strong>Support Coverage<\/strong>: Each support team must ensure that at least&nbsp;<strong>50% of their staff<\/strong>&nbsp;are either&nbsp;<strong>on duty or on-call<\/strong>&nbsp;during the holiday.<\/li>\n<li><strong>Domain Standby<\/strong>: Every support domain must have designated&nbsp;<strong>standby personnel<\/strong>&nbsp;available to respond to any critical issues.<\/li>\n<\/ul>\n<p>This proactive planning helps maintain operational continuity and minimizes the risk of service disruptions during holiday periods.<\/p>"
S-WIKI,OT125,"<p>OT125 is the orders which order type equals 125, it was defined for Cloud subsprition\/service products billing, it is generated by Cloud Billing Engine\/Portal. Once Cloud subsprition\/service products are purchased, Cloud Billing Engine\/Portal will generate a one-time\/recurring billing, it will generate an OT125 order.<\/p>\n<p>Once an OT125 order was generated, it will be put into a review flow: buyer review, sales review, credit review, all review step are passed,it's status will become invoiced, will go to AR process to charge reseller\/end customer.<\/p>\n<p>AP parts will use OT1125 to store.<\/p>\n<p>Related Table:<\/p>\n<ul>\n<li>order_header<\/li>\n<\/ul>\n<ul>\n<li>history_header<\/li>\n<\/ul>\n<ul>\n<li>order_detail<\/li>\n<\/ul>\n<ul>\n<li>history_detail<\/li>\n<li>...<\/li>\n<\/ul>"
S-WIKI,OT1125,"<p>OT1125 is the order which order_type is 1125, OT1125 is designed for OT125 order's PO Cost part, it is generated along with OT125 by Cloud Billing Engine\/Portal, in other words,&nbsp; an OT125 order will have an\/multiple OT1125 orders in a bundle.<\/p>\n<p>OT1125 will have the same sku, qty, cost information with OT125's. OT1125 will be used to address the PO Cost amount, AP department will do AP process according to it.<\/p>\n<p>Once OT125 order was invoiced, OT1125 will go into ap_hold table.<\/p>\n<p>Related tables:<\/p>\n<ul>\n<li>order_header<\/li>\n<\/ul>\n<ul>\n<li>history_header<\/li>\n<\/ul>\n<ul>\n<li>order_detail<\/li>\n<\/ul>\n<ul>\n<li>history_detail<\/li>\n<li>...<\/li>\n<\/ul>"
S-WIKI,Google Chromebook,Chromebooks are new type of computer designed to help you get things done faster and easier in and ou
S-WIKI,Cloud Subscription/Services Usage Report,Usage report
S-WIKI,Cloud Billing Engine,"<p>Cloud Billing engine is a billing platform designed for one-time &amp; recurring billing, including Cloud subscription, service businesses etc..<\/p>"
S-WIKI,Provision,Provision
S-WIKI,LPI,LPI
S-WIKI,Microsoft SPLA,<div class=\
S-WIKI,Microsoft ISV,<div class=\
S-WIKI,Cloud Billing System,"<p>Cloud Billing is the billing for cloud services\/subscriptions products purchase\/renew. the system includes cloud billing engine and cloud billing portal.&nbsp;<\/p>\n<p>Cloud Billing Engine is composed of a series of schedule jobs, create pre-view billing or billing orders automatically for different billing source, different raw data formats, also generate consolidate invoices and send VPO to vendor automatically.&nbsp;<\/p>\n<p>Cloud Billing Portal is user facing, supports manually uploading billing in different vendor data formats, open orders managment, order reversal &amp; rebill, consolidate invoice management as well as all failed billlings process.&nbsp;<\/p>\n<p>The system overview:&nbsp;<\/p>\n<p><img title=\"
S-WIKI,Trial,Trial
S-WIKI,Provision form,Provision Form
S-WIKI,ADHOC Report,The definition of ADHOC Report
S-WIKI,External Report,RDS External Report
S-WIKI,Frequency,The definition of frequency
S-WIKI,Net Gross Margin,"The final P&amp;L to evaluate SYNNEX profit ability, so more P&amp;L item than OPL are included in NGM, such"
S-WIKI,RDS Engine,To show what is RDS engine.
S-WIKI,RDS Report,The definition of RDS Report
S-WIKI,RDS Report Schedule,The defintion of RDS Report Schedule
S-WIKI,RDS Subscription,RDS Subscription
S-WIKI,RDS TOOL,The definition of RDS tool
S-WIKI,RDSP,The defintion of RDSP
S-WIKI,China Service Desk,The Service Desk is a Single Point of Contact (&quot;SPOC&quot;) to meet the communication needs of both User
S-WIKI,HOS,<p>HOS is abbreviated with History Order Search which is used for search History order and cpo info.<\/p>
S-WIKI,Jboss deployment,Jboss deployment
S-WIKI,Jetty deployment,Jetty UAT deployment
S-WIKI,Mule deployment,Mule deployment
S-WIKI,PartSearch deployment,PartSearch deployment
S-WIKI,"2-tier deployment","2-tier deployment"
S-WIKI,static deployment,Static deployment
S-WIKI,online support,Online support
S-WIKI,Jboss server setup,Jboss server setup
S-WIKI,Apache server setup,Apache server setup
S-WIKI,openssl server setup,OpenSSL server setup
S-WIKI,Ldap server setup,LDAP server Setup
S-WIKI,Jetty server setup,Jetty server setup
S-WIKI,Mule server setup,Mule server setup
S-WIKI,redis server setup,Redis server setup
S-WIKI,server upgrade,Server upgrade
S-WIKI,BCP test,Operation Manual For BCP test
S-WIKI,Certificate apply,Certificate apply
S-WIKI,System Health,"If an enterprise application system is fairly mature and successfully running for years, just slowly"
S-WIKI,Enterprise Search,"<p>Enterprise Search is a framework which is based on Nutch to gather information, use Tika parse the da, is ready retired, please use P1 HOS<\/p>"
S-WIKI,Cache,Synnex Cache is a cache library based on Redis with the key goal of improving performance by reducing
S-WIKI,JSF/Coding Convention,JSF convention a.k.a Synnex JSF guideline.
S-WIKI,Web Security,"OWASP Top 10 - 2013\r\n\r\nIcon \r\nInsecure software is undermining our financial, healthcare, defense, en"
S-WIKI,JBPM,jBPM is an open-source workflow engine written in Java that can execute business processes described
S-WIKI,Setting up a replication system,Setting up a replication system
S-WIKI,Creating connections and routes,Creating connections and routes
S-WIKI,Backing Up and Restoring User Databases,Backing Up and Restoring User Databases
S-WIKI,Managing Database Connections,Managing Database Connections
S-WIKI,Creating replication definitions,Creating replication definitions
S-WIKI,Performance Tuning,Performance Tuning
S-WIKI,Starting Replication Server,Starting Replication Server
S-WIKI,Shutting down Replication Server,Shutting down Replication Server
S-WIKI,Adding a Replication Server,Adding a Replication Server
S-WIKI,Adding a replication system domain,Adding a replication system domain
S-WIKI,Managing the RSSD,Managing the RSSD
S-WIKI,Managing RepAgent,Managing RepAgent
S-WIKI,Configuring RepAgent,Configuring RepAgent
S-WIKI,Managing Routes,Managing Routes
S-WIKI,Managing Replication Server Security,Managing Replication Server Security
S-WIKI,Managing Replicated Tables,Managing Replicated Tables
S-WIKI,Replication procedure,Replication procedure
S-WIKI,Managing Replicated Functions,Managing Replicated Functions
S-WIKI,Managing Subscriptions,Managing Subscriptions
S-WIKI,Managing Replicated Objects Using Multisite Availability,Managing Replicated Objects Using Multisite Availability
S-WIKI,Setting up an MSA system,Setting up an MSA system
S-WIKI,Managing database subscriptions,Managing database subscriptions
S-WIKI,Replicating DDL and system procedures,Replicating DDL and system procedures
S-WIKI,Diagnosing System Problems,Diagnosing System Problems
S-WIKI,Customizing function strings,Customizing function strings
S-WIKI,Managing Warm Standby Applications,Managing Warm Standby Applications
S-WIKI,Resource limits,Resource limits
S-WIKI,Replication System Recovery,Replication System Recovery
S-WIKI,Backing up the RSSDs,Backing up the RSSDs
S-WIKI,Truncated message recovery from the database log,Truncated message recovery from the database log
S-WIKI,Applied stored procedures,Applied stored procedures
S-WIKI,Request stored procedures,Request stored procedures
S-WIKI,master database,master database
S-WIKI,Backing up master and keeping copies of system tables,Backing up master and keeping copies of system tables
S-WIKI,model database,model database
S-WIKI,System Administration for Beginners,System Administration for Beginners
S-WIKI,Backup and recovery,Backup and recovery
S-WIKI,Monitor the log size,Monitor the log size
S-WIKI,dbcc tablealloc,dbcc tablealloc
S-WIKI,Choosing and creating a password,Choosing and creating a password
S-WIKI,Creating groups,Creating groups
S-WIKI,Adding users to databases,Adding users to databases
S-WIKI,Number of user and login IDs,Number of user and login IDs
S-WIKI,Dropping users,Dropping users
S-WIKI,Dropping groups,Dropping groups
S-WIKI,Changing passwords,Changing passwords
S-WIKI,Thresholds,Thresholds
S-WIKI,dbcc checktable,dbcc checktable
S-WIKI,Creating segments,Creating segments
S-WIKI,User connections,User connections
S-WIKI,DMS,"<p>DMS, Data Management System, a tool for collecting, maintaining and sharing the medata about TD SYNNEX.<\/p>"
S-WIKI,UI,UI\u5373User Interface\uff08\u7528\u6237\u754c\u9762\uff09\u7684\u7b80\u79f0\u3002UI\u8bbe\u8ba1\u5219\u662f\u6307\u5bf9\u8f6f\u4ef6\u7684\u4eba\u673a\u4ea4\u4e92\u3001\u64cd\u4f5c\u903b\u8f91\u3001\u754c\u9762\u7f8e\u89c2\u7684\u6574\u4f53\u8bbe\u8ba1\u3002\u597d\u7684UI\u8bbe\u8ba1\u4e0d\u4ec5\u662f\u8ba9\u8f6f\u4ef6\u53d8\u5f97\u6709\u4e2a\u6027\u6709\u54c1\u5473\uff0c\u8fd8\u8981\u8ba9\u8f6f\u4ef6\u7684\u64cd\u4f5c\u53d8\u5f97\u8212\u9002\u3001\u7b80\u5355\u3001\u81ea\u7531\u3001\u5145\u5206\u4f53
S-WIKI,Primefaces,PrimeFaces\u662f\u4e00\u4e2a\u7528\u4e8e\u63d0\u9ad8JSF Web\u5e94\u7528\u7a0b\u5e8f\u5f00\u53d1\u6548\u7387\u7684\u5f00\u6e90\u7c7b\u5e93\u3002
S-WIKI,DIV,DIV\u5143\u7d20\u662f\u7528\u6765\u4e3aHTML\u6587\u6863\u5185\u5927\u5757\uff08block-level\uff09\u7684\u5185\u5bb9\u63d0\u4f9b\u7ed3\u6784\u548c\u80cc\u666f\u7684\u5143\u7d20\u3002DIV+CSS\u662fWEB\u8bbe\u8ba1\u6807\u51c6\uff0c\u5b83\u662f\u4e00\u79cd\u7f51\u9875\u7684\u5e03\u5c40\u65b9\u6cd5\u3002\u4e0e\u4f20\u7edf\u4e2d\u901a\u8fc7\u8868\u683c\uff08table\uff09\u5e03\u5c40\u5b9a\u4f4d\u7684\u65b9\u5f0f\u4e0d\u540c\uff0c\u5b83\u53ef\u4ee5
S-WIKI,Adobe,Adobe\u521b\u5efa\u4e8e1982\u5e74\uff0c\u662f\u4e16\u754c\u9886\u5148\u7684\u6570\u5b57\u5a92\u4f53\u548c\u5728\u7ebf\u8425\u9500\u89e3\u51b3\u65b9\u6848\u4f9b\u5e94\u5546\u3002\u516c\u53f8\u603b\u90e8\u4f4d\u4e8e\u7f8e\u56fd\u52a0\u5229\u798f\u5c3c\u4e9a\u5dde\u5723\u4f55\u585e\uff0c\u5728\u4e16\u754c\u5404\u5730\u5458\u5de5\u4eba\u6570\u7ea67000\u540d\u3002Adobe\u7684\u5ba2\u6237\u5305\u62ec\u4e16\u754c\u5404\u5730\u7684\u4f01\u4e1a\u3001\u77e5\u8bc6\u5de5\u4f5c\u8005\u3001\u521b\u610f\u4eba\u58eb\u548c\u8bbe
S-WIKI,Photoshop,Adobe Photoshop\uff0c\u7b80\u79f0\u201cPS\u201d\uff0c\u662f\u4e00\u4e2a\u7531Adobe Systems\u5f00\u53d1\u548c\u53d1\u884c\u7684\u56fe\u50cf\u5904\u7406\u8f6f\u4ef6\u3002Photoshop\u4e3b\u8981\u5904\u7406\u4ee5\u50cf\u7d20\u6240\u6784\u6210\u7684\u6570\u5b57\u56fe\u50cf\u3002\u4f7f\u7528\u5176\u4f17\u591a\u7684\u7f16\u4fee\u4e0e\u7ed8\u56fe\u5de5\u5177\uff0c\u53ef\u4ee5\u66f4\u6709\u6548\u7684\u8fdb\u884c\u56fe
S-WIKI,illustrator,Adobe Illustrator\u662f\u4e00\u79cd\u5e94\u7528\u4e8e\u51fa\u7248\u3001\u591a\u5a92\u4f53\u548c\u5728\u7ebf\u56fe\u50cf\u7684\u5de5\u4e1a\u6807\u51c6\u77e2\u91cf\u63d2\u753b\u7684\u8f6f\u4ef6\uff0c\u4f5c\u4e3a\u4e00\u6b3e\u975e\u5e38\u597d\u7684\u56fe\u7247\u5904\u7406\u5de5\u5177\uff0cAdobe Illustrator\u5e7f\u6cdb\u5e94\u7528\u4e8e\u5370\u5237\u51fa\u7248\u3001\u4e13\u4e1a\u63d2\u753b\u3001\u591a\u5a92\u4f53\u56fe\u50cf\u5904\u7406
S-WIKI,Fireworks,Adobe Fireworks\u662fAdobe\u63a8\u51fa\u7684\u4e00\u6b3e\u7f51\u9875\u4f5c\u56fe\u8f6f\u4ef6\uff0c\u8f6f\u4ef6\u53ef\u4ee5\u52a0\u901f Web \u8bbe\u8ba1\u4e0e\u5f00\u53d1\uff0c \u662f\u4e00\u6b3e\u521b\u5efa\u4e0e\u4f18\u5316 Web \u56fe\u50cf\u548c\u5feb\u901f\u6784\u5efa\u7f51\u7ad9\u4e0e Web \u754c\u9762\u539f\u578b\u7684\u7406\u60f3\u5de5\u5177\u3002
S-WIKI,Firefox,Firefox\u5373\u706b\u72d0\u6d4f\u89c8\u5668\u3002Mozilla Firefox\uff0c\u4e2d\u6587\u540d\u901a\u5e38\u79f0\u4e3a\u201c\u706b\u72d0\u201d\uff0c\u662f\u4e00\u4e2a\u5f00\u6e90\u7f51\u9875\u6d4f\u89c8\u5668\uff0c\u4f7f\u7528Gecko\u5f15\u64ce\uff08\u5373\u975eie\u5185\u6838\uff09\uff0c\u53ef\u4ee5\u5728\u591a\u79cd\u64cd\u4f5c\u7cfb\u7edf\u5982Windows\uff0cMac\u548clinux\u4e0a\u8fd0\u884c
S-WIKI,IE,IE\u5373Internet Explorer\u3002Windows Internet Explorer\uff0c\u539f\u79f0Microsoft Internet Explorer\uff0c\u7b80\u79f0MSIE\uff08\u4e00\u822c\u79f0\u6210Internet Expl
S-WIKI,Chrome,Chrome\u5373Google Chrome\u6d4f\u89c8\u5668\uff0c\u53c8\u79f0Google\u6d4f\u89c8\u5668\uff0c\u662f\u4e00\u4e2a\u7531Google\uff08\u8c37\u6b4c\uff09\u516c\u53f8\u5f00\u53d1\u7684\u5f00\u653e\u539f\u59cb\u7801\u7f51\u9875\u6d4f\u89c8\u5668\u3002
S-WIKI,Safari,Safari\u662f\u82f9\u679c\u516c\u53f8\u7684Safari\u6d4f\u89c8\u5668\u3002 \u6d4f\u89c8\u5668Safari\u662f\u82f9\u679c\u8ba1\u7b97\u673a\u7684\u6700\u65b0\u64cd\u4f5c\u7cfb\u7edfMac OS X\u4e2d\u7684\u6d4f\u89c8\u5668\uff0c\u4f7f\u7528\u4e86KDE\u7684KHTML\u4f5c \u4e3a\u6d4f\u89c8\u5668\u7684\u8fd0\u7b97\u6838\u5fc3\u3002
S-WIKI,Opera,Opera\u5373Opera\u6d4f\u89c8\u5668\u3002Opera \u4f5c\u4e3a\u4e00\u6b3e\u7f51\u7edc\u6d4f\u89c8\u5668\uff0c \u529f\u80fd\u5f3a\u5927\uff0c\u4ee5\u4e0a\u7f51\u9ad8\u6548\u3001\u5b89\u5168\u3001\u6781\u901f\u8457\u79f0\u3002\u662f\u4e16\u754c\u4e0a\u6700\u6d41\u884c\u7684\u6d4f\u89c8\u5668\u4e4b\u4e00\u3002
S-WIKI,DreamWeaver,"Dreamweaver\u5373Adobe Dreamweaver\u8f6f\u4ef6, \u7b80\u79f0\u201cDW\u201d\uff0c\u662f\u7f8e\u56fdMACROMEDIA\u516c\u53f8\u5f00\u53d1\u7684\u96c6\u7f51\u9875\u5236\u4f5c\u548c\u7ba1\u7406\u7f51\u7ad9\u4e8e\u4e00\u8eab\u7684\u6240\u89c1\u5373\u6240\u5f97\u7f51\u9875\u7f16\u8f91\u5668\uff0c\u5b83\u662f\u7b2c\u4e00\u5957\u9488\u5bf9\u4e13\u4e1a\u7f51\u9875\u8bbe\u8ba1\u5e08\u7279\u522b\u53d1\u5c55"
S-WIKI,iOS,"iOS\u662f\u7531\u82f9\u679c\u516c\u53f8\u5f00\u53d1\u7684\u79fb\u52a8\u64cd\u4f5c\u7cfb\u7edf, \u5373iPad\u3001iPhone\u3001iPod touch\u3001Apple TV\u7684\u64cd\u4f5c\u7cfb\u7edf\u3002 iOS \u5177\u6709\u7b80\u5355\u6613\u7528\u7684\u754c\u9762\u3001\u4ee4\u4eba\u60ca\u53f9\u7684\u529f\u80fd\uff0c\u4ee5\u53ca\u8d85\u5f3a\u7684\u7a33\u5b9a\u6027\uff0c\u5df2\u7ecf\u6210\u4e3a iPhone"
S-WIKI,Tablet,Tablet\u5373\u5e73\u677f\u7535\u8111\uff08\u82f1\u6587\uff1aTablet Personal Computer\uff09\uff0c\u662f\u4e00\u79cd\u5c0f\u578b\u3001\u65b9\u4fbf\u643a\u5e26\u7684\u4e2a\u4eba\u7535\u8111\uff0c\u4ee5\u89e6\u6478\u5c4f\u4f5c\u4e3a\u57fa\u672c\u7684\u8f93\u5165\u8bbe\u5907\u3002
S-WIKI,Android,Android\u6307Android\u64cd\u4f5c\u7cfb\u7edf\u3002Android\u662f\u4e00\u79cd\u57fa\u4e8eLinux\u7684\u81ea\u7531\u53ca\u5f00\u653e\u6e90\u4ee3\u7801\u7684\u64cd\u4f5c\u7cfb\u7edf\uff0c\u4e3b\u8981\u4f7f\u7528\u4e8e\u79fb\u52a8\u8bbe\u5907\uff0c\u5982\u667a\u80fd\u624b\u673a\u548c\u5e73\u677f\u7535\u8111\uff0c\u7531Google\u516c\u53f8\u548c\u5f00\u653e\u624b\u673a\u8054\u76df\u9886\u5bfc\u53ca\u5f00\u53d1\u3002
S-WIKI,WP8,WP8\u5373Windows Phone 8\u3002Windows Phone 8\u662f\u5fae\u8f6f\u516c\u53f82012\u5e746\u670821\u65e5\u6700\u65b0\u53d1\u5e03\u7684\u4e00\u6b3e\u624b\u673a\u64cd\u4f5c\u7cfb\u7edf\uff0c\u662fWindows Phone\u7cfb\u7edf\u7684\u6700\u65b0\u7248\u672c\uff0c\u4e5f\u662fWindows Phone
S-WIKI,Blackberry,"BlackBerry OS\u662fRIM\u4e13\u7528\u7684\u64cd\u4f5c\u7cfb\u7edf\u3002Blackberry\uff08\u9ed1\u8393\uff09\u662f\u52a0\u62ff\u5927RIM\u516c\u53f8\uff08Research in Motion Ltd.,\uff0cRIM\uff09\u5236\u9020\u7684\u624b\u673a\u3002\u52a0\u62ff\u5927RIM\u516c\u53f8\u4e3b\u8981\u4ea7\u54c1\u4e3a\u624b\u63d0\u901a\u8baf"
S-WIKI,APP,App \u5373 application \u7684\u7b80\u5199\uff0c\u56e0\u6b64\u88ab\u79f0\u4e3a\u5e94\u7528\u3002
S-WIKI,Dashboard,Dashboard\uff08\u4e3a\u4eea\u8868\u677f\u4e4b\u610f\uff09\u662f\u4e00\u4e2a\u82f9\u679c\u516c\u53f8Mac OS X v10.4 Tiger\u64cd\u4f5c\u7cfb\u7edf\u4e2d\u7684\u5e94\u7528\u7a0b\u5e8f\uff0c\u7528\u4f5c\u79f0\u4e3a\u201cwidget\u201d\u7684\u5c0f\u578b\u5e94\u7528\u7a0b\u5e8f\u4e4b\u8fd0\u884c\u57fa\u7840\u3002
S-WIKI,Landing,Landing Page\u5373\u5f15\u5bfc\u9875\uff0c\u5e38\u88ab\u8bd1\u4e3a\u201c\u7740\u9646\u9875\u201d\u3002
S-WIKI,Spirit CSS,CSS Sprites\u5728\u56fd\u5185\u5f88\u591a\u4eba\u53ebcss\u7cbe\u7075\uff0c \u662f\u4e00\u79cd\u7f51\u9875\u56fe\u7247\u5e94\u7528\u5904\u7406\u65b9\u5f0f\u3002\u5b83\u5141\u8bb8\u4f60\u5c06\u4e00\u4e2a\u9875\u9762\u6d89\u53ca\u5230\u7684\u6240\u6709\u96f6\u661f\u56fe\u7247\u90fd\u5305\u542b\u5230\u4e00\u5f20\u5927\u56fe\u4e2d\u53bb\uff0c\u8fd9\u6837\u4e00\u6765\uff0c\u5f53\u8bbf\u95ee\u8be5\u9875\u9762\u65f6\uff0c\u8f7d\u5165\u7684\u56fe\u7247\u5c31\u4e0d\u4f1a\u50cf\u4ee5\u524d\u90a3\u6837\u4e00\u5e45 \u4e00\u5e45\u5730
